<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
РусГидро;W;20121029;000000;0.78;0.7836;0.751;0.763;2457615000;0
РусГидро;W;20121105;000000;0.7635;0.7903;0.7253;0.7361;2495729000;0
РусГидро;W;20121112;000000;0.7384;0.7442;0.7066;0.7234;1812197000;0
РусГидро;W;20121119;000000;0.7333;0.7774;0.7202;0.7685;3681473000;0
РусГидро;W;20121126;000000;0.7699;0.7726;0.7257;0.7355;2053238000;0
РусГидро;W;20121203;000000;0.7362;0.75;0.7263;0.7355;1865508000;0
РусГидро;W;20121210;000000;0.7345;0.7775;0.7314;0.746;4639109000;0
РусГидро;W;20121217;000000;0.7468;0.7654;0.7307;0.7425;3298785000;0
РусГидро;W;20121224;000000;0.7425;0.769;0.7312;0.7335;1804625000;0
РусГидро;W;20130107;000000;0.7451;0.759;0.737;0.7478;2038586000;0
РусГидро;W;20130114;000000;0.75;0.8005;0.7485;0.788;4740624000;0
РусГидро;W;20130121;000000;0.7873;0.7897;0.767;0.783;1986777000;0
РусГидро;W;20130128;000000;0.7832;0.8075;0.7485;0.75;4912561000;0
РусГидро;W;20130204;000000;0.755;0.755;0.7151;0.719;3111145000;0
РусГидро;W;20130211;000000;0.7195;0.745;0.7089;0.7137;3072912000;0
РусГидро;W;20130218;000000;0.7103;0.713;0.687;0.6972;2387313000;0
РусГидро;W;20130225;000000;0.699;0.6999;0.6772;0.6802;1757790000;0
РусГидро;W;20130304;000000;0.6766;0.6895;0.6685;0.685;1472244000;0
РусГидро;W;20130311;000000;0.685;0.6925;0.6556;0.6605;2186237000;0
РусГидро;W;20130318;000000;0.6499;0.65;0.6141;0.6275;3942214000;0
РусГидро;W;20130325;000000;0.6351;0.6361;0.568;0.6136;4018507000;0
РусГидро;W;20130401;000000;0.61;0.6209;0.5475;0.552;2806875000;0
РусГидро;W;20130408;000000;0.5521;0.565;0.4811;0.5002;4701319000;0
РусГидро;W;20130415;000000;0.4917;0.5143;0.4457;0.4537;6402018000;0
РусГидро;W;20130422;000000;0.455;0.565;0.4487;0.5139;10147391000;0
РусГидро;W;20130429;000000;0.5115;0.59;0.505;0.5767;4714547000;0
РусГидро;W;20130506;000000;0.5795;0.6019;0.5372;0.5407;3752396000;0
РусГидро;W;20130513;000000;0.5178;0.5627;0.5031;0.5326;5022073000;0
РусГидро;W;20130520;000000;0.54;0.562;0.5187;0.5259;4515138000;0
РусГидро;W;20130527;000000;0.5377;0.5389;0.4631;0.4698;3672654000;0
РусГидро;W;20130603;000000;0.4635;0.4881;0.455;0.483;5554685000;0
РусГидро;W;20130610;000000;0.4878;0.4963;0.45;0.484;4256252000;0
РусГидро;W;20130617;000000;0.485;0.5157;0.4655;0.494;3748487000;0
РусГидро;W;20130624;000000;0.49;0.5094;0.4888;0.5049;2954019000;0
РусГидро;W;20130701;000000;0.5047;0.5353;0.498;0.5237;3216368000;0
РусГидро;W;20130708;000000;0.5246;0.5552;0.5203;0.5495;3029990000;0
РусГидро;W;20130715;000000;0.551;0.5864;0.5435;0.5743;4296964000;0
РусГидро;W;20130722;000000;0.5747;0.5989;0.5558;0.5578;3885551000;0
РусГидро;W;20130729;000000;0.5582;0.5931;0.5458;0.5775;3892946000;0
РусГидро;W;20130805;000000;0.5778;0.5849;0.5625;0.5691;1673513000;0
РусГидро;W;20130812;000000;0.5696;0.6039;0.5616;0.5655;4035054000;0
РусГидро;W;20130819;000000;0.5653;0.5837;0.5606;0.5696;2299432000;0
РусГидро;W;20130826;000000;0.574;0.5756;0.5326;0.5405;3350257000;0
РусГидро;W;20130902;000000;0.541;0.5547;0.531;0.5432;3928667000;0
РусГидро;W;20130909;000000;0.5445;0.5743;0.5366;0.5374;5890883000;0
РусГидро;W;20130916;000000;0.5419;0.574;0.539;0.5628;3673850000;0
РусГидро;W;20130923;000000;0.5582;0.5689;0.5444;0.55;2506163000;0
РусГидро;W;20130930;000000;0.545;0.5496;0.5311;0.5328;3468344000;0
РусГидро;W;20131007;000000;0.5296;0.5609;0.526;0.552;3158341000;0
РусГидро;W;20131014;000000;0.55;0.5637;0.5364;0.563;3137370000;0
РусГидро;W;20131021;000000;0.5641;0.5797;0.5361;0.5423;4030673000;0
РусГидро;W;20131028;000000;0.5467;0.5657;0.545;0.5588;2375265000;0
РусГидро;W;20131104;000000;0.5545;0.563;0.5489;0.5543;1835352000;0
РусГидро;W;20131111;000000;0.5514;0.5673;0.5369;0.5601;2293723000;0
РусГидро;W;20131118;000000;0.5605;0.5778;0.555;0.5778;1730297000;0
РусГидро;W;20131125;000000;0.582;0.587;0.5565;0.571;3245684000;0
РусГидро;W;20131202;000000;0.57;0.5742;0.5507;0.5615;3509196000;0
РусГидро;W;20131209;000000;0.5632;0.5656;0.5511;0.558;2556230000;0
РусГидро;W;20131216;000000;0.558;0.5947;0.5577;0.5885;3700969000;0
РусГидро;W;20131223;000000;0.5944;0.5945;0.5666;0.5696;2211779000;0
РусГидро;W;20131230;000000;0.5693;0.573;0.5647;0.5675;354955000;0
РусГидро;W;20140106;000000;0.5631;0.5718;0.5587;0.5657;1269041000;0
РусГидро;W;20140113;000000;0.5657;0.5789;0.56;0.5645;1919823000;0
РусГидро;W;20140120;000000;0.5645;0.5723;0.56;0.56;1664183000;0
РусГидро;W;20140127;000000;0.5575;0.5652;0.549;0.554;3568805000;0
РусГидро;W;20140203;000000;0.556;0.5655;0.5494;0.5647;2037795000;0
РусГидро;W;20140210;000000;0.565;0.5672;0.557;0.5624;1324061000;0
РусГидро;W;20140217;000000;0.5631;0.5667;0.5518;0.56;1610242000;0
РусГидро;W;20140224;000000;0.56;0.5716;0.5528;0.5595;2100336000;0
РусГидро;W;20140303;000000;0.55;0.5614;0.4915;0.5262;3957545000;0
РусГидро;W;20140310;000000;0.5236;0.533;0.4967;0.5076;2842550000;0
РусГидро;W;20140317;000000;0.5101;0.5676;0.5084;0.5432;4859063000;0
РусГидро;W;20140324;000000;0.546;0.57;0.5383;0.568;2474095000;0
РусГидро;W;20140331;000000;0.5653;0.5745;0.5531;0.5629;2344135000;0
РусГидро;W;20140407;000000;0.56;0.5723;0.5325;0.5673;2258174000;0
РусГидро;W;20140414;000000;0.5636;0.5694;0.5279;0.5495;1800748000;0
РусГидро;W;20140421;000000;0.565;0.565;0.528;0.5304;1708695000;0
РусГидро;W;20140428;000000;0.5282;0.5752;0.5238;0.5731;1675956000;0
РусГидро;W;20140505;000000;0.5701;0.5921;0.5661;0.57;2681203000;0
РусГидро;W;20140512;000000;0.5703;0.5973;0.5675;0.5936;2738094000;0
РусГидро;W;20140519;000000;0.5918;0.6895;0.5863;0.6835;6012627000;0
РусГидро;W;20140526;000000;0.6885;0.698;0.6455;0.6861;3733527000;0
РусГидро;W;20140602;000000;0.7033;0.7523;0.6873;0.7434;3410035000;0
РусГидро;W;20140609;000000;0.7299;0.747;0.7037;0.74;2396315000;0
РусГидро;W;20140616;000000;0.729;0.765;0.708;0.708;3906733000;0
РусГидро;W;20140623;000000;0.708;0.7291;0.6732;0.6802;3356515000;0
РусГидро;W;20140630;000000;0.6754;0.71;0.6594;0.693;2983793000;0
РусГидро;W;20140707;000000;0.682;0.7195;0.6712;0.6941;4182882000;0
РусГидро;W;20140714;000000;0.6946;0.7029;0.622;0.6345;2669663000;0
РусГидро;W;20140721;000000;0.6379;0.6398;0.6005;0.6076;2568698000;0
РусГидро;W;20140728;000000;0.6089;0.6243;0.5796;0.5999;2463619000;0
РусГидро;W;20140804;000000;0.5985;0.6469;0.594;0.6415;1909222000;0
РусГидро;W;20140811;000000;0.646;0.7025;0.6291;0.685;2598881000;0
РусГидро;W;20140818;000000;0.6851;0.7187;0.6806;0.703;2102673000;0
РусГидро;W;20140825;000000;0.7041;0.7242;0.663;0.6933;1786720000;0
РусГидро;W;20140901;000000;0.6897;0.7242;0.6819;0.7175;1704004000;0
РусГидро;W;20140908;000000;0.7119;0.7225;0.7003;0.707;1215102000;0
РусГидро;W;20140915;000000;0.707;0.739;0.6827;0.73;2814192000;0
РусГидро;W;20140922;000000;0.7305;0.7559;0.7121;0.7248;2170522000;0
РусГидро;W;20140929;000000;0.7258;0.7299;0.6711;0.6793;1706987000;0
РусГидро;W;20141006;000000;0.6843;0.7033;0.6613;0.694;1488502000;0
РусГидро;W;20141013;000000;0.6896;0.7171;0.6773;0.6999;1879335000;0
РусГидро;W;20141020;000000;0.6999;0.7029;0.663;0.6765;1410158000;0
РусГидро;W;20141027;000000;0.681;0.7087;0.6736;0.693;1961873000;0
РусГидро;W;20141103;000000;0.6941;0.7068;0.676;0.678;1452354000;0
РусГидро;W;20141110;000000;0.6849;0.702;0.6764;0.6885;1663867000;0
РусГидро;W;20141117;000000;0.6879;0.6918;0.6615;0.675;1602205000;0
РусГидро;W;20141124;000000;0.6725;0.6786;0.5835;0.6;2671974000;0
РусГидро;W;20141201;000000;0.5946;0.6181;0.5771;0.579;3486648000;0
РусГидро;W;20141208;000000;0.5835;0.594;0.475;0.475;3367243000;0
РусГидро;W;20141215;000000;0.4781;0.57;0.3972;0.56;6349942000;0
РусГидро;W;20141222;000000;0.5651;0.5888;0.5201;0.537;2064621000;0
РусГидро;W;20141229;000000;0.538;0.5648;0.5072;0.5415;701477000;0
РусГидро;W;20150105;000000;0.5326;0.589;0.5262;0.5498;1108555000;0
РусГидро;W;20150112;000000;0.545;0.5646;0.5358;0.546;1591300000;0
РусГидро;W;20150119;000000;0.5462;0.5766;0.5321;0.5609;2475979000;0
РусГидро;W;20150126;000000;0.5555;0.5555;0.508;0.5251;2432477000;0
РусГидро;W;20150202;000000;0.5301;0.5399;0.5085;0.5292;2512874000;0
РусГидро;W;20150209;000000;0.5291;0.61;0.4749;0.61;4438304000;0
РусГидро;W;20150216;000000;0.6188;0.6467;0.5604;0.6285;5061116000;0
РусГидро;W;20150223;000000;0.6101;0.6595;0.5922;0.6448;3690598000;0
РусГидро;W;20150302;000000;0.6398;0.66;0.6158;0.6236;2570317000;0
РусГидро;W;20150309;000000;0.614;0.6157;0.5613;0.5669;2711243000;0
РусГидро;W;20150316;000000;0.5652;0.5679;0.5352;0.5491;2893749000;0
РусГидро;W;20150323;000000;0.55;0.5532;0.505;0.505;2849516000;0
РусГидро;W;20150330;000000;0.506;0.5577;0.5041;0.5568;2982660000;0
РусГидро;W;20150406;000000;0.56;0.575;0.5315;0.5421;2596225000;0
РусГидро;W;20150413;000000;0.5461;0.61;0.544;0.572;3547313000;0
РусГидро;W;20150420;000000;0.5769;0.5895;0.557;0.5875;2320792000;0
РусГидро;W;20150427;000000;0.593;0.6039;0.5626;0.5985;2166641000;0
РусГидро;W;20150504;000000;0.5983;0.633;0.5983;0.6132;2357547000;0
РусГидро;W;20150511;000000;0.6146;0.6299;0.6066;0.6137;1760445000;0
РусГидро;W;20150518;000000;0.6191;0.621;0.577;0.58;1517585000;0
РусГидро;W;20150525;000000;0.5833;0.6055;0.5677;0.5873;2258278000;0
РусГидро;W;20150601;000000;0.589;0.5995;0.5546;0.5885;2091525000;0
РусГидро;W;20150608;000000;0.59;0.5942;0.5725;0.5805;899183000;0
РусГидро;W;20150615;000000;0.5794;0.5922;0.5712;0.5798;1289599000;0
РусГидро;W;20150622;000000;0.5797;0.5844;0.5256;0.5405;2297642000;0
РусГидро;W;20150629;000000;0.532;0.5568;0.5282;0.5418;1405664000;0
РусГидро;W;20150706;000000;0.5286;0.539;0.5112;0.52;1423942000;0
РусГидро;W;20150713;000000;0.5198;0.5488;0.5135;0.5359;2364061000;0
РусГидро;W;20150720;000000;0.5375;0.5438;0.5127;0.5154;1414400000;0
РусГидро;W;20150727;000000;0.5146;0.5349;0.5018;0.5349;1684564000;0
РусГидро;W;20150803;000000;0.5306;0.538;0.521;0.5374;1533099000;0
РусГидро;W;20150810;000000;0.5381;0.5518;0.5272;0.536;1545438000;0
РусГидро;W;20150817;000000;0.536;0.538;0.5205;0.5206;1508690000;0
РусГидро;W;20150824;000000;0.5108;0.5354;0.492;0.5328;2469940000;0
РусГидро;W;20150831;000000;0.5306;0.552;0.5254;0.5506;1414280000;0
РусГидро;W;20150907;000000;0.5515;0.5698;0.5435;0.5655;1704353000;0
РусГидро;W;20150914;000000;0.568;0.622;0.5559;0.615;2259190000;0
РусГидро;W;20150921;000000;0.6115;0.625;0.5803;0.6224;3163386000;0
РусГидро;W;20150928;000000;0.6217;0.6288;0.5806;0.5824;1977172000;0
РусГидро;W;20151005;000000;0.59;0.6228;0.583;0.6178;1806300000;0
РусГидро;W;20151012;000000;0.62;0.6542;0.5891;0.641;2763477000;0
РусГидро;W;20151019;000000;0.638;0.6929;0.6266;0.671;3709273000;0
РусГидро;W;20151026;000000;0.6655;0.674;0.633;0.651;1629210000;0
РусГидро;W;20151102;000000;0.6487;0.6893;0.6387;0.643;1379769000;0
РусГидро;W;20151109;000000;0.641;0.6475;0.5607;0.5655;3823094000;0
РусГидро;W;20151116;000000;0.5611;0.6063;0.5512;0.598;2527093000;0
РусГидро;W;20151123;000000;0.5982;0.617;0.5707;0.6047;2282792000;0
РусГидро;W;20151130;000000;0.6045;0.6168;0.59;0.6039;1506316000;0
РусГидро;W;20151207;000000;0.6035;0.6131;0.5773;0.5945;1616985000;0
РусГидро;W;20151214;000000;0.592;0.6847;0.5902;0.664;3248340000;0
РусГидро;W;20151221;000000;0.6637;0.6778;0.646;0.6586;1222264000;0
РусГидро;W;20151228;000000;0.6588;0.679;0.6404;0.679;468441000;0
РусГидро;W;20160104;000000;0.677;0.6893;0.6575;0.6771;598381000;0
РусГидро;W;20160111;000000;0.6585;0.6885;0.612;0.6152;1813181000;0
РусГидро;W;20160118;000000;0.6092;0.6647;0.599;0.65;2133392000;0
РусГидро;W;20160125;000000;0.6524;0.6803;0.6336;0.649;1973820000;0
РусГидро;W;20160201;000000;0.65;0.6828;0.6377;0.671;2149664000;0
РусГидро;W;20160208;000000;0.6699;0.685;0.6605;0.6754;1630781000;0
РусГидро;W;20160215;000000;0.68;0.7188;0.6634;0.7103;2055080000;0
РусГидро;W;20160222;000000;0.715;0.7221;0.6782;0.6926;2165067000;0
РусГидро;W;20160229;000000;0.6869;0.694;0.6601;0.67;2582131000;0
РусГидро;W;20160307;000000;0.673;0.6952;0.6688;0.688;2104361000;0
РусГидро;W;20160314;000000;0.6876;0.7185;0.6667;0.7;3913596000;0
РусГидро;W;20160321;000000;0.6985;0.706;0.6787;0.6954;1891304000;0
РусГидро;W;20160328;000000;0.6928;0.7;0.6765;0.6885;1434065000;0
РусГидро;W;20160404;000000;0.685;0.7086;0.685;0.694;1716391000;0
РусГидро;W;20160411;000000;0.697;0.7093;0.6804;0.682;1894141000;0
РусГидро;W;20160418;000000;0.672;0.6976;0.672;0.6935;2454787000;0
РусГидро;W;20160425;000000;0.6911;0.6978;0.6752;0.6902;1902058000;0
РусГидро;W;20160502;000000;0.67;0.695;0.6644;0.6745;1189825000;0
РусГидро;W;20160509;000000;0.67;0.6803;0.6554;0.673;1787192000;0
РусГидро;W;20160516;000000;0.673;0.684;0.6527;0.6532;1243250000;0
РусГидро;W;20160523;000000;0.655;0.6685;0.632;0.6633;1701258000;0
РусГидро;W;20160530;000000;0.665;0.6679;0.6005;0.6288;2618704000;0
РусГидро;W;20160606;000000;0.6285;0.6327;0.5885;0.6005;2098226000;0
РусГидро;W;20160613;000000;0.6037;0.6054;0.5745;0.5745;2190447000;0
РусГидро;W;20160620;000000;0.5828;0.614;0.5801;0.6008;1968698000;0
РусГидро;W;20160627;000000;0.603;0.6307;0.5885;0.6307;1745725000;0
РусГидро;W;20160704;000000;0.6314;0.635;0.5851;0.5922;2029070000;0
РусГидро;W;20160711;000000;0.5919;0.638;0.5919;0.6375;2370257000;0
РусГидро;W;20160718;000000;0.6353;0.6645;0.6311;0.6633;1815437000;0
РусГидро;W;20160725;000000;0.6595;0.7329;0.6554;0.7074;4839606000;0
РусГидро;W;20160801;000000;0.7089;0.713;0.6705;0.6801;2019903000;0
РусГидро;W;20160808;000000;0.6835;0.7063;0.672;0.7026;1282029000;0
РусГидро;W;20160815;000000;0.7027;0.7237;0.6761;0.684;1876871000;0
РусГидро;W;20160822;000000;0.6821;0.7722;0.6811;0.7689;5008248000;0
РусГидро;W;20160829;000000;0.7722;0.8233;0.7475;0.792;5629213000;0
РусГидро;W;20160905;000000;0.7972;0.8406;0.7862;0.8262;2699350000;0
РусГидро;W;20160912;000000;0.82;0.8285;0.7513;0.7553;3606043000;0
РусГидро;W;20160919;000000;0.7649;0.817;0.7556;0.8095;2271137000;0
РусГидро;W;20160926;000000;0.8085;0.81;0.7739;0.775;1899868000;0
РусГидро;W;20161003;000000;0.782;0.7916;0.7404;0.7464;2846194000;0
РусГидро;W;20161010;000000;0.748;0.7736;0.7452;0.7555;1868832000;0
РусГидро;W;20161017;000000;0.7554;0.816;0.7546;0.79;2140666000;0
РусГидро;W;20161024;000000;0.789;0.83;0.7798;0.803;2925511000;0
РусГидро;W;20161031;000000;0.8017;0.811;0.77;0.7717;1735292000;0
РусГидро;W;20161107;000000;0.7778;0.8023;0.75;0.762;2529136000;0
РусГидро;W;20161114;000000;0.7648;0.8177;0.7555;0.8072;3080053000;0
РусГидро;W;20161121;000000;0.813;0.89;0.8002;0.89;4416682000;0
РусГидро;W;20161128;000000;0.8914;0.964;0.8701;0.93;8664088000;0
РусГидро;W;20161205;000000;0.9277;0.9819;0.9252;0.9675;5433390000;0
РусГидро;W;20161212;000000;0.97;0.994;0.945;0.9453;5123324000;0
РусГидро;W;20161219;000000;0.95;0.9529;0.8818;0.8932;3196369000;0
РусГидро;W;20161226;000000;0.895;0.9318;0.8865;0.9259;2058719000;0
РусГидро;W;20170102;000000;0.9255;0.9465;0.9063;0.9345;1930932000;0
РусГидро;W;20170109;000000;0.9385;0.9777;0.9301;0.9731;3899150000;0
РусГидро;W;20170116;000000;0.9727;1.1059;0.9654;1.0866;9495482000;0
РусГидро;W;20170123;000000;1.0865;1.107;1.0084;1.0585;7271420000;0
РусГидро;W;20170130;000000;1.0649;1.0878;1.028;1.0878;5384106000;0
РусГидро;W;20170206;000000;1.09;1.1111;1.0574;1.0838;3818644000;0
РусГидро;W;20170213;000000;1.0892;1.0975;1.0433;1.071;3506745000;0
РусГидро;W;20170220;000000;1.0715;1.081;0.9763;0.981;2599750000;0
РусГидро;W;20170227;000000;0.985;1.0153;0.8701;1.003;7482437000;0
РусГидро;W;20170306;000000;1.005;1.0136;0.8953;0.9335;4642574000;0
РусГидро;W;20170313;000000;0.9325;0.962;0.9225;0.958;3479141000;0
РусГидро;W;20170320;000000;0.9605;0.9923;0.9218;0.945;3933315000;0
РусГидро;W;20170327;000000;0.935;0.9581;0.9002;0.9329;2482625000;0
РусГидро;W;20170403;000000;0.943;0.9777;0.9359;0.9416;2469934000;0
РусГидро;W;20170410;000000;0.936;0.939;0.8459;0.8475;4827336000;0
РусГидро;W;20170417;000000;0.8452;0.8925;0.8391;0.8725;2792236000;0
РусГидро;W;20170424;000000;0.8835;0.9179;0.8735;0.895;2991144000;0
РусГидро;W;20170501;000000;0.8997;0.9075;0.8673;0.891;1252847000;0
РусГидро;W;20170508;000000;0.9;0.931;0.8775;0.8848;1601124000;0
РусГидро;W;20170515;000000;0.8898;0.8931;0.8083;0.815;2415636000;0
РусГидро;W;20170522;000000;0.8171;0.842;0.7813;0.83;2902348000;0
РусГидро;W;20170529;000000;0.83;0.847;0.78;0.83;4595615000;0
РусГидро;W;20170605;000000;0.8302;0.8485;0.7863;0.7939;2232282000;0
РусГидро;W;20170612;000000;0.8015;0.8155;0.7611;0.79;2379130000;0
РусГидро;W;20170619;000000;0.7923;0.7962;0.7481;0.778;3222568000;0
РусГидро;W;20170626;000000;0.781;0.8029;0.7682;0.7962;1802939000;0
РусГидро;W;20170703;000000;0.7985;0.8245;0.7818;0.784;2627196000;0
РусГидро;W;20170710;000000;0.7839;0.823;0.7809;0.7844;2869262000;0
РусГидро;W;20170717;000000;0.7878;0.8118;0.7856;0.804;1792438000;0
РусГидро;W;20170724;000000;0.8;0.8113;0.78;0.7856;1916821000;0
РусГидро;W;20170731;000000;0.7894;0.7927;0.7542;0.7665;2509996000;0
РусГидро;W;20170807;000000;0.77;0.822;0.7674;0.815;3762068000;0
РусГидро;W;20170814;000000;0.8179;0.8475;0.8;0.8224;3685513000;0
РусГидро;W;20170821;000000;0.826;0.8419;0.822;0.8355;1968813000;0
РусГидро;W;20170828;000000;0.8378;0.8724;0.825;0.8305;3943411000;0
РусГидро;W;20170904;000000;0.8276;0.8369;0.801;0.8249;3326144000;0
РусГидро;W;20170911;000000;0.8266;0.8325;0.806;0.806;3359101000;0
РусГидро;W;20170918;000000;0.81;0.8225;0.8032;0.8102;2642021000;0
РусГидро;W;20170925;000000;0.8107;0.8602;0.808;0.8514;5330098000;0
РусГидро;W;20171002;000000;0.8481;0.859;0.8263;0.855;4037411000;0
РусГидро;W;20171009;000000;0.856;0.8889;0.855;0.879;4192967000;0
РусГидро;W;20171016;000000;0.879;0.8885;0.8285;0.8395;3633760000;0
РусГидро;W;20171023;000000;0.8408;0.8455;0.8066;0.8175;2746344000;0
РусГидро;W;20171030;000000;0.815;0.838;0.801;0.8357;3052184000;0
РусГидро;W;20171106;000000;0.8384;0.8608;0.8328;0.85;2889790000;0
РусГидро;W;20171113;000000;0.852;0.8548;0.8047;0.8258;2408596000;0
РусГидро;W;20171120;000000;0.826;0.8473;0.8202;0.834;1372910000;0
РусГидро;W;20171127;000000;0.833;0.8395;0.8025;0.82;1872796000;0
РусГидро;W;20171204;000000;0.819;0.821;0.7825;0.8079;2025664000;0
РусГидро;W;20171211;000000;0.8071;0.8319;0.805;0.8247;1779894000;0
РусГидро;W;20171218;000000;0.8249;0.825;0.708;0.7349;5898193000;0
РусГидро;W;20171225;000000;0.7361;0.7389;0.7172;0.7289;1380353000;0
РусГидро;W;20180101;000000;0.7295;0.7587;0.7272;0.7587;861304000;0
РусГидро;W;20180108;000000;0.76;0.7848;0.7502;0.7675;1797680000;0
РусГидро;W;20180115;000000;0.7697;0.797;0.7491;0.7844;1995266000;0
РусГидро;W;20180122;000000;0.7883;0.8182;0.7555;0.7608;2758427000;0
РусГидро;W;20180129;000000;0.7608;0.7635;0.7255;0.7278;3899148000;0
РусГидро;W;20180205;000000;0.7251;0.75;0.709;0.7307;3091963000;0
РусГидро;W;20180212;000000;0.7352;0.7718;0.7324;0.7698;2390693000;0
РусГидро;W;20180219;000000;0.7685;0.781;0.7584;0.781;1572195000;0
РусГидро;W;20180226;000000;0.781;0.7998;0.7676;0.7792;2266619000;0
РусГидро;W;20180305;000000;0.778;0.795;0.76;0.7789;1370716000;0
РусГидро;W;20180312;000000;0.7795;0.7848;0.7505;0.7654;1820451000;0
РусГидро;W;20180319;000000;0.768;0.7747;0.731;0.734;1985107000;0
РусГидро;W;20180326;000000;0.7335;0.77;0.725;0.7699;3329337000;0
РусГидро;W;20180402;000000;0.77;0.7762;0.7451;0.7534;1946056000;0
РусГидро;W;20180409;000000;0.747;0.7546;0.6501;0.743;5176197000;0
РусГидро;W;20180416;000000;0.7331;0.76;0.7294;0.7398;2413604000;0
РусГидро;W;20180423;000000;0.74;0.7583;0.7339;0.7503;1785107000;0
РусГидро;W;20180430;000000;0.7495;0.7549;0.74;0.744;1244527000;0
РусГидро;W;20180507;000000;0.7488;0.764;0.7374;0.745;1415911000;0
РусГидро;W;20180514;000000;0.746;0.7565;0.7356;0.7434;1808807000;0
РусГидро;W;20180521;000000;0.739;0.745;0.727;0.727;1412906000;0
РусГидро;W;20180528;000000;0.7271;0.7318;0.7068;0.715;2083372000;0
РусГидро;W;20180604;000000;0.7175;0.7226;0.6834;0.69;1836613000;0
РусГидро;W;20180611;000000;0.6926;0.729;0.6862;0.6912;2596183000;0
РусГидро;W;20180618;000000;0.695;0.7;0.6627;0.6892;4219256000;0
РусГидро;W;20180625;000000;0.687;0.6959;0.672;0.6756;1902554000;0
РусГидро;W;20180702;000000;0.676;0.6886;0.663;0.68;1728869000;0
РусГидро;W;20180709;000000;0.682;0.6935;0.6805;0.691;1330478000;0
РусГидро;W;20180716;000000;0.6925;0.6941;0.675;0.6793;1499521000;0
РусГидро;W;20180723;000000;0.6801;0.6864;0.669;0.6738;725569000;0
РусГидро;W;20180730;000000;0.6743;0.6805;0.6644;0.6682;1048853000;0
РусГидро;W;20180806;000000;0.6685;0.6721;0.6316;0.6316;1584244000;0
РусГидро;W;20180813;000000;0.6293;0.6523;0.6217;0.6246;1502549000;0
РусГидро;W;20180820;000000;0.629;0.6332;0.608;0.6233;1196865000;0
РусГидро;W;20180827;000000;0.6283;0.6369;0.6118;0.6369;1804620000;0
РусГидро;W;20180903;000000;0.6368;0.6486;0.6181;0.6203;1308956000;0
РусГидро;W;20180910;000000;0.6233;0.6298;0.596;0.6243;2171711000;0
РусГидро;W;20180917;000000;0.6243;0.6349;0.6082;0.6219;3726456000;0
РусГидро;W;20180924;000000;0.6219;0.64;0.6186;0.6206;2086233000;0
РусГидро;W;20181001;000000;0.6219;0.6288;0.6085;0.6218;2460175000;0
РусГидро;W;20181008;000000;0.6247;0.6309;0.583;0.589;2715367000;0
РусГидро;W;20181015;000000;0.589;0.5958;0.5584;0.5609;2889916000;0
РусГидро;W;20181022;000000;0.5619;0.5674;0.5202;0.5345;3732567000;0
РусГидро;W;20181029;000000;0.5351;0.5594;0.532;0.5515;2485752000;0
РусГидро;W;20181105;000000;0.5501;0.5556;0.5383;0.5553;2305944000;0
РусГидро;W;20181112;000000;0.5553;0.5582;0.5351;0.5379;4196016000;0
РусГидро;W;20181119;000000;0.5397;0.5478;0.5255;0.541;2850298000;0
РусГидро;W;20181126;000000;0.5386;0.5404;0.5046;0.5046;12513346000;0
РусГидро;W;20181203;000000;0.5135;0.5215;0.5032;0.505;5790047000;0
РусГидро;W;20181210;000000;0.504;0.5089;0.49;0.491;4148442000;0
РусГидро;W;20181217;000000;0.4915;0.499;0.4703;0.483;5725546000;0
РусГидро;W;20181224;000000;0.4806;0.4868;0.4663;0.4858;3020474000;0
РусГидро;W;20181231;000000;0.483;0.4949;0.483;0.4921;460609000;0
РусГидро;W;20190107;000000;0.4943;0.5144;0.4864;0.507;2465671000;0
РусГидро;W;20190114;000000;0.5075;0.5189;0.506;0.5149;2500620000;0
РусГидро;W;20190121;000000;0.515;0.517;0.5002;0.5093;2756468000;0
РусГидро;W;20190128;000000;0.51;0.5152;0.5004;0.5132;2320252000;0
РусГидро;W;20190204;000000;0.5166;0.5394;0.5137;0.5252;2812478000;0
РусГидро;W;20190211;000000;0.5284;0.5293;0.5103;0.5185;2244086000;0
РусГидро;W;20190218;000000;0.5194;0.5198;0.5024;0.5071;1807538000;0
РусГидро;W;20190225;000000;0.508;0.5184;0.4951;0.4999;2309187000;0
РусГидро;W;20190304;000000;0.5004;0.5007;0.492;0.4941;950609000;0
РусГидро;W;20190311;000000;0.4949;0.5107;0.493;0.5024;1984202000;0
РусГидро;W;20190318;000000;0.5026;0.5141;0.501;0.5049;1950724000;0
РусГидро;W;20190325;000000;0.5017;0.5061;0.4978;0.5008;1153639000;0
РусГидро;W;20190401;000000;0.5023;0.512;0.501;0.5031;1352801000;0
РусГидро;W;20190408;000000;0.5046;0.5222;0.5007;0.52;1833430000;0
РусГидро;W;20190415;000000;0.5209;0.5395;0.5201;0.5276;3480719000;0
РусГидро;W;20190422;000000;0.5277;0.553;0.5277;0.5355;2722442000;0
РусГидро;W;20190429;000000;0.5374;0.547;0.5345;0.5425;1216895000;0
РусГидро;W;20190506;000000;0.54;0.5425;0.5325;0.5325;862895000;0
РусГидро;W;20190513;000000;0.532;0.5409;0.5242;0.533;1695420000;0
